Genes	0	4	8	12	16	20	24	28	32	36	40	44
TALDO1	58.5511	51.9374	53.3766	57.5645	56.5508	49.1675	59.1617	68.6656	58.9531	47.0811	51.2405	49.4651
TAMM41	4.9386	5.16909	5.47808	6.07794	4.99811	4.9001	5.00218	7.40204	6.11522	5.74482	5.92532	4.46182
TANC1	2.47456	2.91209	2.10759	2.31828	3.1806	2.79244	2.54702	1.93103	7.0402	2.79205	3.47673	2.69912
TANC2	10.8038	14.1709	12.1421	8.54385	12.1784	13.3402	11.0542	8.13803	11.7884	14.8108	14.1421	14.3537
TANGO2	45.7555	46.0874	43.2399	45.4229	43.181	41.8791	39.3634	58.4602	43.6244	39.3481	46.4165	39.5259
TANGO6	1.76514	1.81053	1.37788	1.40888	1.85448	1.99952	1.7507	1.68816	1.49292	1.86841	2.38107	1.99703
TANK	8.57191	8.33216	9.67935	9.55364	9.17545	9.05978	8.91922	9.05275	9.02515	8.74622	8.96267	8.91605
TAOK1	13.0994	15.2654	13.2951	10.158	13.5124	15.0361	11.2184	8.3662	14.1642	16.6767	15.254	16.262
TAOK2	29.5495	31.3901	30.7948	34.2024	33.0756	33.5857	31.8603	28.8409	33.1699	32.4914	36.8143	32.2905
TAOK3	10.3538	10.8838	11.1636	10.0193	10.876	10.2252	10.0709	9.50985	9.50343	11.1481	12.9286	10.8951
TAP1	1.06993	1.30959	1.41085	1.67531	1.00163	0.942546	1.52439	1.49871	1.10141	1.33417	0.944313	1.20561
TAP2	4.67771	4.27501	4.66585	6.05897	4.63923	4.05882	5.90842	5.46012	4.41546	4.66368	4.18346	4.50356
TAPBP	12.8133	14.252	14.5679	18.4565	12.7045	11.4046	15.2126	15.6851	12.0272	15.4068	14.7708	12.4876
TAPBPL	6.56297	5.7522	6.1225	6.89023	6.03515	5.47465	6.05145	6.70496	5.93112	5.08728	6.54386	6.55753
TAPT1	13.9482	14.5411	15.14	15.8737	15.2294	13.0341	14.5499	12.7162	14.2883	15.7489	15.3239	14.6453
TARBP2	4.14464	4.532	5.67311	5.95524	4.97307	5.49908	6.37373	7.63113	6.3245	6.26064	4.83839	5.46989
TARDBP	22.1259	22.3051	21.9613	19.1652	23.8322	25.8061	28.5917	26.769	21.747	23.001	26.1916	24.8115
TARM1	0	0.0273546	0.0299809	0.069343	0.0849671	0.0818524	0.0197718	0.0342219	0.0969845	0	0.0667592	0
TARS	10.4333	8.9595	8.6406	9.08161	9.77249	8.11486	9.15495	9.81028	9.29721	9.31161	10.7072	9.11875
TARS2	8.89484	8.16332	8.15476	8.66834	10.0492	9.19868	11.273	11.5053	9.12218	8.05376	10.2246	9.4585
TARSL2	9.0175	10.1522	9.53948	9.92356	9.3725	8.51785	8.71075	9.80342	9.26497	10.1932	11.0877	10.2936
TAS1R1	0.817602	0.981834	0.885179	0.732623	0.96738	1.3268	1.20758	0.911333	1.1159	1.1462	1.21741	1.32067
TAS1R2	0	0	0	0	0	0	0.0155879	0	0	0	0	0.00570964
TAS1R3	0.221727	0.302501	0.223285	0.160408	0.166189	0.209357	0.450679	0.200806	0.284541	0.294502	0.301329	0.279488
TAS2R102	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R103	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R104	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R105	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R106	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R107	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R108	0	0.0298827	0	0.0378758	0.0618798	0.0596113	0.0215991	0.0373846	0	0	0.072929	0
TAS2R109	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R110	0	0	0.0282725	0	0	0.128647	0	0	0	0.0636504	0	0
TAS2R113	0	0.0283837	0	0	0	0	0.0205157	0	0	0	0.0230903	0.0901753
TAS2R114	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R115	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R116	0	0	0	0	0	0	0	0	0.0255861	0	0	0.0917087
TAS2R117	0	0	0	0	0	0	0	0	0	0.0429228	0	0
TAS2R118	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R119	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R120	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R121	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R122	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R123	0.0579052	0.154775	0.11309	0	0	0	0	0	0.0457289	0.0636504	0	0.0204884
TAS2R124	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R125	0	0	0	0	0	0.0280759	0	0	0	0	0	0
TAS2R126	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R129	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R130	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R131	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R134	0	0.0297518	0	0	0	0.0296751	0	0	0	0	0	0
TAS2R135	0	0	0.0296229	0	0	0	0	0	0.0718698	0	0	0
TAS2R136	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R137	0.0579052	0	0.0282725	0	0	0	0.0559354	0	0	0	0	0.0409767
TAS2R138	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R139	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R140	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R143	0	0	0.0333386	0	0	0	0	0	0.0269615	0	0	0
TAS2R144	0	0	0	0	0	0	0	0	0	0	0	0
TASP1	8.16344	8.85028	8.97011	8.70977	8.09382	7.55563	7.6746	9.48661	10.0216	9.75728	9.58263	8.05432
TAT	23.849	2.85135	0.154708	0.149094	0.165636	0.206495	1.51	0.141274	0.125115	1.98917	0.137797	0.321392
TATDN1	3.805	4.41424	4.99287	4.10671	4.35103	3.75124	4.22435	4.55047	4.44473	4.56012	4.00755	4.57184
TATDN2	11.8465	11.9527	11.1187	12.9644	11.6216	10.9702	11.0654	12.0423	13.1318	11.8688	11.6165	10.8164
TATDN3	6.65353	6.17686	6.50668	6.31307	7.09696	7.14072	10.0405	8.40911	6.76899	6.96855	6.46757	6.75763
TAX1BP1	43.0445	44.2004	40.9721	43.3686	44.5694	40.5013	41.3238	46.1041	43.3863	39.9216	48.5435	41.3953
TAX1BP3	5.25711	4.26118	5.02242	6.89053	6.35528	4.23333	6.1966	5.90211	5.74037	5.39625	5.94254	4.87522
TAZ	14.3931	14.8536	17.4321	15.878	17.1647	17.1187	20.0343	20.3541	17.0562	17.323	15.7925	16.2441
TBATA	0.662979	0.453168	0.499585	0.494894	0.399468	0.102917	0.561098	0.419952	0.327287	0.37273	0.236538	0.53323
TBC1D1	3.86592	4.42913	4.39482	3.90636	4.3148	3.90869	4.15096	4.00832	3.87582	4.11084	4.32873	4.46873
TBC1D10A	12.879	11.0915	11.8544	13.1398	11.7319	10.1669	14.0945	13.1117	11.6041	9.89107	10.2897	11.0261
TBC1D10B	16.0502	18.2945	17.6291	19.3435	18.3589	16.9751	18.6423	20.5573	19.5489	17.3866	20.8356	17.6172
TBC1D10C	0.206951	0.223898	0.620703	0.342213	0.231819	0.446641	0.561654	0.543736	0.326867	0.509131	0.33214	0.167371
TBC1D12	4.39913	4.62285	5.44656	5.20044	4.855	4.58043	4.32501	3.99163	5.00106	5.00539	3.97216	4.80115
TBC1D13	12.9909	12.65	11.2602	12.7881	13.4536	12.3367	12.9037	12.6652	12.9971	11.8085	15.1182	11.6763
TBC1D14	17.1224	17.3444	16.3299	18.2709	18.4107	16.4195	17.6882	15.5095	17.2529	18.0688	18.8558	16.476
TBC1D15	7.28206	8.55559	8.726	8.85332	8.58033	7.61638	8.45029	7.40952	9.06661	8.9065	9.73377	8.26956
TBC1D16	13.6762	11.8663	11.0912	13.9963	15.1032	12.7263	14.681	6.96192	12.2873	11.0804	11.446	11.8939
TBC1D17	15.2283	15.5891	15.8707	17.9375	16.273	16.476	19.3672	20.9643	17.3173	16.7357	18.0861	15.7277
TBC1D19	8.93966	9.0593	9.01824	8.4789	9.27757	10.029	9.15892	8.94541	9.43742	10.1109	10.5091	10.0905
TBC1D2	0.374289	0.612209	0.469145	0.444759	0.31951	0.417016	0.510856	0.541735	0.458817	0.478973	0.461592	0.462528
TBC1D20	13.1581	14.418	13.7039	14.2302	16.4698	13.0017	16.0163	13.75	15.0631	14.4734	17.5071	13.9577
TBC1D21	0	0	0.0252365	0	0	0	0	0	0	0	0	0
TBC1D22A	9.34488	8.7244	8.68131	9.71	9.22181	8.70864	8.98063	9.48693	8.40932	8.45314	9.25068	8.59198
TBC1D22B	13.9885	15.1846	14.2319	13.9464	13.2002	13.4227	13.3286	15.7787	15.7335	14.4822	16.7146	13.3977
TBC1D22BOS	0.0603424	0.125447	0.157133	0.238503	0.0927752	0.0893742	0.0777196	0.02242	0.0953072	0.117919	0.131209	0.0996366
TBC1D23	5.77956	6.74933	7.46877	6.50799	6.93288	6.68464	7.14412	7.13157	7.31118	7.5885	6.98014	6.68318
TBC1D24	9.4464	11.3788	10.9096	8.89588	10.1276	11.067	9.09065	8.13836	11.0849	12.3331	13.2781	11.1173
TBC1D25	3.51803	3.60109	3.46553	3.42864	3.23604	3.4548	3.6662	4.88216	3.60496	3.41284	4.22307	3.67317
TBC1D2B	3.29264	4.01239	4.21032	3.92365	4.12484	3.74281	3.60523	2.80603	3.69212	4.52709	4.02291	4.18503
TBC1D30	7.75223	8.93933	7.75745	6.56704	9.09017	8.00094	7.87926	7.79964	8.4998	8.26011	11.4342	8.69951
TBC1D31	1.7344	1.34926	1.82175	1.58036	1.59026	1.85717	1.66366	1.50225	1.43163	1.86554	1.77256	1.7999
TBC1D32	2.49891	2.54245	2.38938	1.79498	2.35024	2.52143	2.40972	1.96936	2.15589	2.78977	2.77815	3.1545
TBC1D4	1.6502	2.32899	1.80245	2.05834	2.37858	2.53158	2.17581	1.9147	1.86492	2.24656	2.87934	2.41104
TBC1D5	4.78044	5.7804	5.08244	5.15784	5.39939	5.4251	5.30876	4.68767	5.59788	5.54965	5.75194	5.30684
TBC1D7	10.723	11.9632	10.7342	13.2106	10.3138	9.93149	10.4444	13.3688	12.4825	10.6947	10.9744	10.011
TBC1D8	3.42949	3.80259	3.87716	4.38295	4.5459	4.67729	5.05111	5.01045	4.49397	4.23751	5.0616	4.13796
TBC1D8B	0.802973	0.847776	0.690018	0.614347	1.28517	1.18097	0.804099	0.550442	0.798997	0.850279	1.15527	0.926208
TBC1D9	18.3231	22.089	19.4663	18.0926	18.7652	19.3367	16.608	18.9535	20.0282	19.3992	24.2253	19.188
TBC1D9B	43.6525	39.3713	38.1037	43.5795	42.896	45.8064	42.5687	35.1879	36.0776	37.154	38.5974	40.3601
TBCA	173.432	163.492	190.326	197.586	146.348	137.209	149.525	191.298	153.734	150.206	141.895	145.828
TBCB	58.3554	59.287	54.0563	60.9816	55.83	50.5051	55.8798	72.3934	61.59	49.8094	56.7342	53.2022
TBCC	9.35183	10.0811	8.96786	8.46296	7.86385	7.05226	8.2888	11.6429	9.13479	7.92169	8.28227	8.2351
TBCCD1	4.51816	3.8619	3.89191	4.45932	4.33738	3.69688	3.98597	4.14559	4.5979	4.38097	4.55275	3.89913
TBCD	9.05344	11.5737	10.8443	12.2303	10.5465	11.4395	11.0995	12.95	11.9031	12.1051	12.9	11.3177
TBCE	10.6222	10.5874	14.6317	12.3756	11.8661	13.8375	16.2683	17.0901	13.6713	14.9723	11.3156	13.2099
TBCEL	9.92977	9.66969	10.6169	9.82067	9.95855	9.53366	9.63688	8.30244	9.9873	10.7441	9.80414	10.4705
TBCK	3.84847	4.92409	3.57072	3.5013	4.37951	4.38153	4.03771	3.80239	4.235	4.52991	4.8772	4.66435
TBK1	11.076	11.748	12.2737	12.4667	12.3208	10.9245	12.1858	13.1778	12.9441	13.046	14.0032	11.3234
TBKBP1	17.5062	14.8995	18.6894	21.2785	19.8371	20.756	22.6372	11.5071	17.3232	14.7174	15.0501	17.7094
TBL1X	13.1731	15.3436	14.306	12.2753	14.978	15.2165	12.7038	10.6953	14.1443	16.5005	19.1434	17.1883
TBL1XR1	7.14961	7.66725	6.63469	6.31725	6.63007	6.99286	6.37528	5.6316	7.53966	8.0188	6.91989	7.30807
TBL2	4.81809	5.3005	4.94314	5.21247	5.87673	4.46893	5.04159	4.62884	5.0791	5.17627	5.93951	5.52038
TBL3	8.88647	9.53646	10.2678	11.0277	9.44334	8.65598	9.69996	11.2886	10.8443	9.55352	9.60746	8.87421
TBP	5.68188	6.06235	6.87729	6.96306	6.63919	6.44568	6.92964	7.06823	6.76943	7.0424	7.15865	6.89989
TBPL1	16.9585	17.4429	17.9688	17.0808	18.7808	15.742	17.2139	18.2136	19.6853	17.3543	20.1022	17.1778
TBPL2	0	0	0	0	0	0	0	0	0	0	0	0
TBR1	3.15279	3.45852	2.63382	2.61027	2.12387	3.50359	2.10078	3.19598	2.85922	2.15014	3.85703	1.65074
TBRG1	20.9081	22.8601	20.2354	23.5062	21.9693	19.9323	21.6064	27.3933	21.9842	19.7064	22.1862	19.6996
TBRG3	0.013247	0.0183597	0.00862388	0.00332436	0.013578	0.0261605	0.00379152	0.00328126	0.0255724	0.0539309	0.0106683	0.0104159
TBRG4	7.23761	7.75126	8.68558	8.6092	8.16129	7.66611	8.81616	9.60341	8.36711	8.03087	8.46283	7.41839
TBX1	0.435818	0.621059	0.199063	0.582794	0.934295	0.467038	0.921506	0.866385	0.438959	0.266167	0.533716	0.48175
TBX10	0	0	0.0316968	0.00916349	0.0149709	0.0288455	0.0104512	0.0723625	0	0	0.0235266	0
TBX15	0.170384	0.13359	0.153071	0.30786	0.257771	0.0545095	0.206284	0.197514	0.139938	0.36459	0.118555	0.0771665
TBX18	0.214983	0.337481	0.214932	0.586712	0.387195	0.172854	0.428526	0.359444	0.392103	0.7427	0.367292	0.271667
TBX19	0.046666	0.00831558	0.0182279	0.0210797	0.301342	0.00829414	0.0601047	0.0416127	0	0.0478764	0.00676475	0.0858606
TBX2	0.238894	0.334473	0.446568	0.481749	0.465939	0.285086	0.690104	0.357577	0.474343	0.455167	0.341355	0.318787
TBX20	0.00367361	0.00327307	0	0.00207428	0	0.00326463	0.00473152	0.00818952	0.0297286	0.0274364	0	0.00519928
TBX21	0.058632	0.113185	0.0954245	0.0993184	0.0180291	0.0521046	0.125861	0.0435691	0.0463029	0.100255	0.0920763	0.103728
TBX22	0	0.0142417	0	0.00451278	0.00737278	0	0	0	0.0254704	0.00585684	0.0233767	0.034236
TBX3	0.611135	0.579315	0.332724	0.490098	1.55254	0.633119	1.58742	0.357315	0.407696	0.389802	0.456501	0.62808
TBX3OS2	0.0601835	0	0.0391799	0.0339822	0.185062	0	0.31006	0.022361	0.0316854	0.117609	0.0290809	0.127767
TBX4	0.0831748	0.059284	0.0406082	0.0328741	0.084401	0.0369555	0.032137	0.0278094	0.0722573	0.067047	0.0482277	0.0412002
TBX5	0	0	0.0179632	0	0.0113129	0	0.00789756	0	0	0.00449343	0	0.0086783
TBX6	0.213011	0.257566	0.386298	0.180412	0.407035	0.243381	0.499714	0.322227	0.228297	0.278744	0.154391	0.38761
TBXA2R	0.46227	0.466614	0.437325	0.693328	0.38646	0.397969	0.502034	0.634045	0.559005	0.529308	0.530902	0.276013
TBXAS1	0.738079	0.726826	1.15066	1.50615	1.07506	0.89756	1.10073	1.08249	0.858975	0.835032	0.638201	0.907158
TC2N	0.0658036	0.0742612	0.0318961	0.0470637	0.0720395	0.0240223	0.0483565	0.0669577	0.0400269	0.0825395	0.0587789	0.0573879
TCAF1	40.5365	49.7465	41.9717	35.4406	46.2959	46.3046	37.1677	37.6447	44.2932	45.6586	62.9265	49.6437
TCAF2	0.333509	0.226637	0.292556	0.373435	0.411949	0.221029	0.338545	0.25833	0.513366	0.310678	0.331865	0.360013
TCAF3	0	0.00702994	0	0	0	0.00701182	0.00508122	0	0	0.0289103	0	0.00558354
TCAIM	8.20974	7.60288	8.53029	7.66353	7.67785	7.88517	7.53199	8.49277	7.81202	7.90107	8.50652	8.21363
TCAM1	0.0494756	0.058775	0.0402612	0.0512161	0.0228203	0.0512955	0.0743441	0.128678	0.0781439	0.0785554	0.0537903	0.116705
TCAP	0.0932333	0.0276893	0.121391	0.0350957	0.0860066	0	0.100069	0.0692811	0.098171	0.0683225	0.0225253	0.0219922
TCEA1	38.5202	40.3641	41.3202	41.5814	40.4744	35.3022	33.5563	38.9676	40.475	39.853	42.5247	39.0751
TCEA2	17.1232	17.2918	24.3769	23.3429	20.6545	21.1369	26.4527	30.0501	22.164	25.8716	22.7302	21.4775
TCEA3	2.71793	0.846571	0.62576	0.960722	0.815368	0.333828	0.996114	0.689646	0.558414	0.987769	0.608608	1.15714
TCEAL1	42.7819	43.4164	44.4191	44.7962	40.1016	36.1135	35.7539	44.3575	42.3733	38.8147	43.6265	44.3282
TCEAL3	128.174	125.877	127.595	130.698	121.946	109.297	124.753	165.637	117.266	124.11	131.866	124.966
TCEAL5	71.8603	76.7365	74.5291	73.6065	70.2049	67.2942	71.547	95.4776	76.8605	68.9974	82.1169	68.1584
TCEAL6	66.2967	70.9383	66.5407	68.9733	62.8674	55.5584	65.8207	89.6081	67.5109	60.7063	72.0277	62.861
TCEAL7	0.934204	0.912895	0.76512	0.49346	0.945191	0.615955	0.38814	0.705398	0.785358	0.772931	0.764485	0.703742
TCEAL8	15.4898	14.1584	17.6628	18.9569	15.1088	13.0598	15.346	17.7972	17.773	15.4958	15.6983	14.8502
TCEANC	0.55449	0.733081	0.919908	0.774306	0.720515	0.831863	0.802482	0.558246	0.856951	0.760244	0.730329	0.755238
TCEANC2	2.89267	2.76643	2.66182	2.71008	3.24551	2.9008	2.88338	2.81861	2.89816	2.91157	3.40735	3.23818
TCEB1	66.4029	62.7834	70.5548	76.6044	71.167	66.0959	60.8233	66.5006	73.2017	62.3996	63.592	60.6057
TCEB2	349.736	306.299	351.638	373.427	322.128	285.856	305.248	418.1	328.404	269.153	285.996	275.89
TCEB3	6.38446	7.04183	6.71367	6.63804	6.75641	6.33245	6.93546	6.76726	7.43717	6.95097	7.65825	6.90072
TCERG1	9.93089	12.6506	12.4111	9.97378	9.53634	11.1953	11.062	13.3968	14.5756	12.6252	12.2717	11.3517
TCERG1L	7.61568	7.83122	7.48416	6.75423	7.94718	7.37134	7.71586	8.81317	5.82273	6.28469	8.64196	7.32527
TCF12	10.2056	10.4689	10.767	11.488	12.309	11.2094	12.2946	9.12233	11.4584	12.8514	11.4163	11.1005
TCF15	0.190877	0.453508	0.124262	0.179629	0.088041	0	0.307307	0.14184	0.100493	0.139877	0.0922325	0.0450249
TCF19	0.537471	0.696582	0.381732	0.639465	0.585997	0.303825	0.588787	0.635434	0.514516	0.429698	0.591123	0.403418
TCF20	12.3304	13.5084	12.8913	11.1758	14.8002	13.7195	12.3756	9.35364	12.6538	13.7126	16.1693	13.9025
TCF21	0.0901301	0.0200758	0	0	0	0	0.0145107	0	0	0	0	0
TCF23	0.0117589	0.120484	0.0401895	0.0630762	0.0488136	0.0679239	0.0302905	0.0720885	0.0510745	0.0603196	0.0681834	0.120658
TCF24	0.148813	0.201764	0.132681	0.149786	0.101466	0.172494	0.137501	0.151449	0.199274	0.161207	0.192273	0.238087
TCF25	169.689	185.967	175.833	181.133	169.432	170.926	166.737	214.064	188.761	166.234	201.641	165.497
TCF3	5.8866	5.87616	7.15609	6.91648	6.0861	5.98103	8.93971	7.22134	6.53693	6.40713	6.14799	6.36994
TCF4	15.0807	13.0877	13.2469	14.7383	15.606	16.2501	13.4671	11.6228	12.6237	14.3659	14.1613	14.4354
TCF7	0.507904	0.673761	0.804578	0.841234	0.916247	0.48145	1.14843	0.717099	0.63285	0.744396	0.752623	0.591045
TCF7L1	1.94634	1.62958	1.84272	2.53056	1.56883	1.58133	2.09219	1.96878	1.66325	1.8101	1.51992	1.69029
TCF7L2	3.78623	4.85399	3.10156	3.88157	9.78522	3.8875	3.67706	6.55633	32.5414	3.1316	6.86104	4.754
TCFL5	0.0229243	0.0816994	0.0447716	0.304185	0.243195	0.152791	0.509323	0.204419	0.099571	0.0923957	0.216004	0.0567786
TCHH	1.27954	1.57571	1.38876	1.48868	1.30441	1.41231	1.39084	1.71238	1.48998	1.46025	1.79576	1.39281
TCHHL1	0	0.0109892	0	0	0	0.0109609	0.0158859	0.013748	0.0194809	0	0	0
TCHP	3.41569	3.98852	3.91663	3.82806	3.9307	3.6793	5.25475	4.9706	4.27775	4.55101	4.23871	4.68164
TCIRG1	4.54491	4.13935	5.48425	5.29689	5.08728	5.25454	7.03106	6.29366	4.66872	5.60632	5.06848	4.87041
TCL1	0	0	0	0	0	0	0	0	0	0	0	0
TCL1B1	0	0	0	0	0	0	0	0	0	0	0	0
TCL1B2	0	0	0	0.0162042	0	0.102013	0	0	0	0	0	0
TCL1B3	0	0	0	0	0	0	0	0	0	0	0	0
TCL1B4	0	0	0	0	0	0	0	0	0	0	0	0
TCL1B5	0	0	0	0	0	0	0	0	0	0	0	0
TCN2	9.84828	7.94517	8.35174	10.4716	9.89082	8.0937	10.7094	10.4099	7.45349	8.38185	8.40182	7.73448
TCOF1	3.85504	4.47354	3.8729	4.51306	4.73738	4.55627	4.48509	5.10424	4.02405	4.1244	5.40038	4.39783
TCP1	70.4747	74.4118	69.3803	74.0851	71.2138	66.1867	69.4682	84.2589	68.4742	66.8823	79.5369	71.142
TCP10A	0.0416999	0.0209991	0.0561373	0.0467817	0.0334499	0.0241675	0.0420332	0.0242498	0.0300676	0.0757327	0.0433657	0.0578211
TCP10B	0.111066	0.0513107	0.0803387	0.126587	0.0815863	0.169986	0.107288	0.15131	0.0925841	0.221563	0.147586	0.138999
TCP10C	0.110252	0.0366532	0.00642757	0.0538905	0.0318779	0.0263223	0.0413288	0.0550258	0.0233914	0.0651173	0.0214686	0.121688
TCP11	1.23357	0.253432	0.475806	0.56625	0.428577	0.320947	0.725073	0.597761	0.358405	0.768869	0.799295	0.68507
TCP11L1	2.97253	3.71644	3.11245	2.08139	4.03328	4.3103	2.07937	1.00403	2.53898	3.68636	4.05287	4.45219
TCP11L2	10.0016	9.80498	9.1645	10.315	8.66715	8.368	9.78585	9.3542	11.3814	9.52728	10.8624	10.6719
TCP11X2	0	0	0	0	0	0.0129937	0	0	0	0	0	0
TCSTV1	0.0344492	0	0	0	0	0	0	0	0	0	0	0
TCSTV3	0	0	0	0	0	0	0	0	0	0	0.016596	0
TCTA	21.0287	20.749	23.2611	24.2486	16.5849	18.8597	20.7862	25.8679	23.7695	20.6611	17.9672	16.8568
TCTE1	0.831488	0.826309	0.890029	0.618467	0.435146	0.45472	0.659038	0.739666	0.542993	0.744079	0.625846	1.04668
TCTE2	0.803107	0.817763	0.672207	0.572234	0.758496	0.917612	1.50232	0.852549	0.709734	0.588527	0.956301	0.906607
TCTE3	0.353347	0.1977805	0.2343785	0.1938845	0.165948	0.11701104635	0.2925325	0.257217	0.264012	0.26256	0.44887	0.07565746773
TCTEX1D1	0.290272	0.0481663	0.0659862	0.0457861	0.0872709	0.0480401	0.115498	0.180772	0.117405	0.11265	0.13714	0.103139
TCTEX1D2	15.7271	15.2286	21.0101	16.7736	15.2133	14.7041	16.1416	19.5995	16.6893	15.3666	14.8821	15.1868
TCTEX1D4	3.26754	2.27609	2.17554	1.67727	1.1235	0.712743	2.00861	2.41705	1.99398	2.32919	1.37794	2.14412
TCTN1	4.87177	5.70025	6.88652	6.13121	5.68512	6.00563	8.78406	7.88026	6.05961	6.80575	6.03819	6.41831
TCTN2	10.0136	9.34205	9.8404	9.25452	8.54297	7.23029	10.3973	10.2618	8.53831	9.13275	9.42083	8.94756
TCTN3	4.495	5.52093	5.77554	4.922	5.44764	5.48243	6.75046	6.53166	5.39655	7.26145	5.56629	6.0656
TDG	2.2531	3.59236	1.40127	2.36711	2.36272	2.75541	2.51538	3.32908	2.97309	2.20638	2.04644	2.13707
TDGF1	0.866702	0.427682	0.963529	0.549608	0.35671	0.41473	0.386409	0.41615	0.579152	0.576503	0.405907	0.386866
TDH	0	0.0244151	0	0.0154729	0.0379183	0.0121761	0.00882358	0.0305444	0.0432813	0.0301218	0.00993088	0.0193917
TDO2	23.7214	5.73542	0.0628608	0.181739	0.3563	0.328937	0.99493	0.340825	0.673585	2.22894	0.174967	0.250545
TDP1	4.90102	4.24505	4.09527	4.81305	5.20789	4.46566	4.94605	5.53204	4.87969	4.70991	6.00741	4.7238
TDP2	6.33552	6.90299	6.49034	6.64253	5.40223	6.17134	7.29228	9.31469	8.56392	7.32016	6.67674	6.18867
TDPOZ1	0	0	0	0	0	0	0	0	0	0	0	0
TDPOZ2	0	0	0	0	0	0	0	0	0	0	0	0
TDPOZ3	0	0	0	0	0	0	0	0	0	0	0	0
TDPOZ4	0	0	0	0	0	0	0	0	0	0	0	0
TDPOZ5	0	0	0	0	0	0	0	0	0	0	0	0
TDRD1	0.0684638	0.0915025	0.0381994	0.0607505	0.0586453	0.0434562	0.0472396	0.0599578	0.162216	0.0609235	0.081307	0.0588318
TDRD12	0.129843	0.0867642	0.142642	0.146629	0.0598891	0.129811	0.198591	0.162819	0.0769045	0.202194	0.0941105	0.114854
TDRD3	5.68144	5.39754	5.33391	6.13912	6.19741	5.75074	6.12279	6.6158	6.42868	5.20558	6.32231	5.44649
TDRD5	0.50585	0.527292	0.486292	0.474629	0.351812	0.540864	0.52628	0.511785	0.676405	0.581756	0.451434	0.63365
TDRD6	0.160698	0.184384	0.179552	0.153124	0.206822	0.252607	0.13987	0.201133	0.206239	0.323629	0.181677	0.175003
TDRD7	9.23488	10.0265	10.0613	10.6053	10.3566	9.32781	10.1071	9.56866	11.6919	10.149	9.89301	9.24131
TDRD9	0.0547128	0.132947	0.126283	0.157274	0.133062	0.30057	0.182578	0.238396	0.184615	0.247855	0.144204	0.144311
TDRKH	11.0486	11.0891	9.36032	8.87587	10.123	10.0186	10.1594	9.68076	10.3252	10.0485	11.278	10.5597
TDRP	8.47212	8.30866	7.8664	8.40306	9.45536	6.85187	7.9615	9.37544	7.4768	8.06953	9.43184	7.97938
TEAD1	4.72351	4.9725	4.62628	4.15543	4.87892	5.08588	4.67442	2.56305	3.70467	5.84443	4.86678	5.86852
TEAD2	0.757105	0.43895	0.516294	1.33664	1.16392	0.555282	1.12981	0.750056	0.873038	0.933406	0.801273	0.850341
TEAD3	0.766064	0.709799	1.19549	1.41826	0.969381	0.905255	1.4497	1.07054	0.823251	1.1259	0.903075	1.06155
TEAD4	0.0250798	0.0711342	0.114296	0.184831	0.125222	0.118875	0.102296	0.0652309	0.0660234	0.123019	0.115134	0.124579
TEC	0.668443	0.715461	0.709293	1.00605	0.632162	0.829765	0.956282	0.60944	0.614899	0.652366	0.502564	0.449896
TECPR1	17.5597	19.1402	17.1303	19.0589	18.9366	18.3556	18.3764	17.6639	20.1452	18.2611	22.1167	19.976
TECPR2	7.03634	7.45892	7.467	6.74468	7.15425	7.52985	7.44441	6.69803	7.79233	8.14738	8.37667	7.84413
TECR	322.772	371.082	387.981	414.494	342.495	338.79	357.097	487.314	351.21	338.558	395.519	332.957
TECRL	0.0105816	0.0565669	0.0723309	0.101572	0.0390454	0.0470176	0.0136288	0.0471785	0.0417824	0.155086	0.0460174	0.0673925
TECTA	0.0224601	0.04574	0.0751972	0.0398575	0.0355186	0.0256624	0.0392596	0.0429171	0.0253389	0.039972	0.046512	0.0340585
TECTB	0.0272976	0.0243213	0.0177709	0.0205512	0.0587573	0.0566033	0.0703173	0.0507117	0.0215575	0.040008	0.0395708	0.0450734
TEDDM1A	0	0.0169376	0	0.0322021	0	0	0	0	0	0	0	0.0269054
