Genes	0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68
SARDH	10.7696	5.73754	5.66676	6.1909	5.17854	5.33001	5.997	4.65041	4.12162	5.50558	4.27473	4.54216	4.60475	4.1	6.35672	4.30832	5.31468	4.72656
SARM1	4.47599	5.22269	4.29738	4.76833	5.90279	5.63103	5.944	4.59543	5.06032	5.4014	6.07434	5.38266	5.3708	5.87597	4.68428	5.18205	5.69532	5.48869
SARNP	42.9454	42.7701	45.405	47.9506	43.613	37.1361	40.0289	42.7699	41.6073	38.6682	41.7172	39.0733	37.52	41.1507	37.6156	33.7176	43.129	37.7219
SARS	36.7563	40.8847	38.4919	43.0201	37.5614	38.571	38.3925	52.9467	45.6167	36.712	43.8989	35.964	35.5637	44.9734	34.4632	34.9425	39.4106	35.2941
SARS2	4.59238	5.01559	5.51029	5.26976	4.42277	4.57181	5.143	6.8902	5.44537	5.18126	5.24178	4.39344	4.64417	5.78143	4.79008	4.70527	5.28748	3.74692
SART1	8.02778	9.0189	8.46615	8.84073	8.71544	8.81241	10.5629	11.9203	9.37077	9.19689	9.62628	9.30894	9.13436	10.3236	7.91501	8.81588	9.26193	8.47084
SART3	10.301	10.784	10.3171	10.9363	11.4781	10.0937	12.0018	12.5999	10.8698	11.472	13.2231	10.8048	10.9928	12.5085	10.0654	10.2745	11.8017	10.644
SASH1	29.6309	25.7573	24.3259	23.2054	23.5611	26.0873	25.2898	16.9746	23.1049	22.6273	21.5147	26.1699	26.3835	21.7931	27.5425	19.6383	23.0842	26.1077
SASH3	0.61697	0.678536	0.677786	0.713065	0.658076	0.608252	0.751186	0.644719	0.570977	0.437994	0.475131	0.54575	0.749788	0.736791	0.841615	0.537382	0.448101	0.726762
SASS6	0.912326	1.30492	1.1402	1.23767	1.37569	1.29705	1.08185	1.15067	1.21031	1.35485	1.43162	1.14809	1.22938	1.26654	1.1412	1.09253	1.14391	1.2906
SAT1	42.9577	31.5438	35.6761	37.9462	33.9214	32.8699	44.0702	40.4886	29.4281	28.0812	25.1062	32.3584	35.0363	34.2338	33.4455	26.9967	30.4459	31.6274
SAT2	9.11554	8.33458	11.0684	9.94705	7.59012	7.79732	7.01358	11.0739	10.515	8.38124	6.80495	6.86134	6.84639	10.1935	9.16252	6.88882	6.85789	6.67969
SATB1	5.40404	5.74447	5.73777	7.09537	5.87219	8.13671	5.75249	4.15698	5.2827	6.25965	7.52709	5.08282	6.71249	5.57151	5.86077	8.83542	7.78927	5.56994
SATB2	0.626371	0.879272	0.726069	0.414742	0.640175	0.588675	0.522357	0.391784	0.580067	0.637334	0.640168	0.727063	0.692529	0.386256	0.74311	0.166286	0.710681	0.946372
SATL1	0	0	0.0101498	0.00586886	0	0	0	0	0.00820831	0.0228504	0	0	0	0.0148487	0	0.0163212	0	0
SAV1	5.729	5.61567	6.14517	6.08976	6.0334	5.13516	6.50585	5.91153	6.99353	6.06176	5.98118	5.78362	6.03612	5.80257	6.28145	6.15271	6.19264	6.03862
SAXO1	0	0	0	0	0	0	0.0181474	0	0	0	0	0	0	0	0	0	0	0
SAXO1OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAXO2	1.31374	0.703882	1.45624	0.842037	0.745161	0.717845	1.15472	0.781646	0.848217	0.99525	0.92647	1.61436	0.923311	1.05253	0.841929	0.571482	0.648388	1.09143
SAYSD1	2.30636	2.27889	1.94264	2.11696	2.38976	2.25358	2.19623	2.72915	1.75232	1.89839	2.06779	2.39787	2.23294	2.15492	1.99102	2.0425	2.33175	2.45253
SBDS	40.6301	40.2045	39.8343	43.8752	38.3466	37.2617	39.835	48.1248	40.7388	39.0068	41.1186	37.1822	37.6846	43.8357	36.3019	35.6411	38.3695	37.9716
SBF1	22.6696	25.4757	24.4285	25.8044	25.7051	25.2416	24.3832	23.4325	28.8186	25.923	26.0676	24.3267	25.3194	25.518	26.8038	25.6671	25.4701	26.9674
SBF2	6.55901	6.49742	6.85142	6.20345	7.08837	7.01853	7.03705	4.87641	6.48642	7.62197	6.28463	7.33701	7.59813	6.32272	7.28922	7.71933	7.11254	7.83507
SBK1	14.7563	12.6171	12.1999	16.744	18.1138	16.2296	16.5162	8.10578	12.6354	11.5866	13.2924	12.2814	15.5287	10.1826	15.4981	16.541	14.5818	13.4658
SBK2	0.123361	0.0219822	0.120464	0.0557241	0.113799	0.109628	0.0635546	0.0275007	0.136389	0.108481	0.178826	0.0523782	0.0693597	0.0881163	0.106369	0.116225	0.0819169	0.110715
SBK3	0.388875	0.471206	0.341766	0.206401	0.41613	0.435433	0.646112	0.338096	0.368523	0.376163	0.450973	0.374256	0.692373	0.449989	0.645469	0.464082	0.322786	0.404853
SBNO1	10.2713	10.9821	9.75605	8.70404	11.2273	11.2259	11.0353	10.1073	10.9374	11.796	12.1949	11.6635	12.1851	10.8768	10.4057	12.7602	11.417	12.2343
SBNO2	1.78665	2.11173	2.25397	1.85145	1.90539	2.35409	2.57385	2.00874	2.54054	2.34233	2.09217	2.04997	2.47264	2.69255	2.21509	2.63117	2.06164	2.28012
SBP	0.0547247	0	0	0	0	0	0	0	0	0	0.0264432	0	0	0	0	0	0	0
SBPL	0.0172246	0	0	0	0	0	0	0	0.0272053	0	0	0	0	0	0	0	0	0
SBSN	3.61277	3.55383	4.18243	4.82736	3.51358	4.04748	5.98527	7.01008	5.25631	4.93814	3.82638	3.97144	2.92358	4.72189	4.29334	5.80617	3.46537	3.4996
SBSPON	0.342633	0.393644	0.484267	0.239286	0.40757	0.352565	0.313558	0.231158	0.469962	0.462526	0.450937	0.497691	0.464713	0.367111	0.39845	0.523864	0.486478	0.582649
SC5D	26.7398	26.0948	26.1446	26.6029	25.0503	23.5235	21.2035	22.3603	26.312	27.8381	25.272	26.3422	24.7523	27.4554	27.1025	24.5902	24.8231	24.2002
SCAF1	37.5186	38.982	39.4698	44.7331	39.861	40.0858	40.5985	34.6848	39.1837	36.77	39.8082	39.1967	35.828	38.0322	40.8421	34.1249	40.3327	36.9952
SCAF11	8.14192	8.97893	8.81558	7.63062	8.70414	7.72507	6.99369	6.54102	8.86237	9.48395	9.78183	8.79863	8.41114	8.28768	8.47369	8.8897	8.20837	8.80425
SCAF4	4.67108	5.287	5.67635	4.8647	5.81451	6.13946	6.28363	5.08445	5.25547	6.52064	5.98126	5.84379	6.72788	6.39294	4.82324	6.51982	5.54778	5.71904
SCAF8	12.2542	12.8062	11.8657	11.3871	13.042	11.5133	11.6035	11.5101	11.7771	13.1141	14.4073	13.2575	11.4785	13.07	12.3565	12.1901	12.9323	12.4861
SCAI	4.92061	5.99757	6.29037	4.45797	5.89816	6.81678	4.7841	3.83785	7.19702	7.51679	7.50889	6.89323	6.5469	5.21455	5.85548	6.73771	6.22783	6.98416
SCAMP1	64.4448	76.2941	72.1639	66.4817	70.1711	62.8377	62.9482	68.5639	67.8489	71.5312	79.0165	71.8888	62.4463	70.5122	67.4813	72.3892	73.9673	66.379
SCAMP2	8.91053	8.62768	8.87944	10.8081	8.86358	8.51958	10.8612	10.2073	9.7583	9.32259	8.14691	8.35676	8.88307	10.9197	9.73119	8.96826	8.55462	8.99915
SCAMP3	22.7938	23.557	24.9325	24.6688	27.3387	21.0873	25.7938	29.5753	20.9046	19.945	26.4106	21.5299	22.5794	27.3253	20.1465	20.2084	26.7055	21.3883
SCAMP4	22.9686	25.6412	23.4262	24.5819	21.1087	21.6769	26.7303	31.4852	26.8618	23.8721	23.8614	20.7422	22.2243	28.6931	23.1593	22.2001	23.7806	22.6406
SCAMP5	97.5865	114.238	111.381	111.486	102.015	97.973	97.9573	127.201	120.789	104.537	122.572	96.6531	96.7753	117.583	98.9108	101.3	109.228	102.747
SCAND1	31.1422	31.4661	28.1686	33.5892	27.6886	20.5153	34.1154	40.9942	32.1102	24.9322	26.7778	28.7142	28.9481	29.3714	30.0561	25.3684	27.097	23.8285
SCAP	19.0852	21.0674	21.866	22.7954	22.7103	20.8695	23.8461	21.4639	22.2267	21.4737	22.4729	20.7887	20.6525	23.3059	20.8643	20.6313	22.4216	20.3367
SCAPER	7.74242	9.18286	8.77271	7.59995	7.73574	7.95138	7.48925	8.10989	8.26456	8.71146	9.78524	9.12088	7.34866	8.90553	7.79802	7.185	8.14887	8.24171
SCARA3	3.72381	3.08811	3.56641	5.111	3.03881	2.42466	4.644	3.79152	4.12839	4.56559	2.25266	2.36658	3.12714	3.38114	5.64218	6.08911	4.48782	3.63773
SCARA5	0.517057	0.695283	0.423876	0.478357	0.478235	0.277965	0.443972	0.505181	0.509153	0.636187	0.421033	0.596276	0.469797	0.829854	0.498804	0.335791	0.482169	0.315098
SCARB1	9.54917	7.32877	7.33902	7.43033	7.50789	7.02948	9.36309	7.95676	7.62441	7.56522	6.38418	7.65697	6.97011	8.13363	8.29447	9.22158	6.9467	6.60792
SCARB2	42.6381	48.2727	44.4365	43.7423	47.0463	45.932	41.401	35.3592	43.3675	48.2238	48.963	49.8335	40.2601	43.494	51.9423	40.76	45.4822	49.3613
SCARF1	0.658941	0.442227	0.484686	0.768292	0.592076	0.638816	0.766035	0.629556	0.594719	0.495422	0.508616	0.460245	0.425019	0.678509	0.710217	0.651731	0.632193	0.568351
SCARF2	1.86478	2.10979	2.11724	2.30225	1.54275	1.39413	2.27312	1.6414	2.01613	1.89254	1.33015	1.78043	2.18431	1.88171	2.22523	2.03927	2.02696	1.52751
SCARLETLTR	0.645452	0	0.420194	0	0	0	0	0	0	0.157665	0	0	0	0	0	0.168921	0	0
SCARNA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA13	0.64922	0	0.316985	2.56604	2.09614	1.73083	1.88141	0.361824	0.512703	1.90303	1.17639	0.689133	0.912557	1.62307	0.34987	0.509721	1.34721	0.874002
SCARNA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA3A	0	0	0	0	0	0	0	25.0583	0	0	0	0	0	0	0	0	0	0
SCARNA3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA6	0.458622	0	2.68709	0	0	0	0.886041	1.0224	0	0.336084	1.32964	0.973634	0.859531	0.327591	0.49431	0.720154	0.761358	0.823216
SCARNA8	22.481	0	0	0	0	19.9782	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCCPDH	56.0324	62.1595	62.1204	62.7933	57.1788	49.01	53.334	70.222	60.8093	58.5342	61.2483	57.1018	54.7249	64.372	53.2435	42.6697	59.7743	57.4776
SCD1	152.033	119.112	124.736	134.43	109.102	115.645	108.324	71.7747	104.141	114.665	79.084	112.304	104.693	104.518	146.803	94.5048	102.788	111.336
SCD2	551.174	516.557	576.276	611.823	536.984	528.22	538.052	450.632	516.638	527.977	444.941	549.477	495.128	509.514	669.31	436.249	502.422	552.765
SCD3	3.67057	4.3636	4.32566	4.25542	3.77883	4.46254	3.79429	2.85535	4.63907	4.35877	3.52691	4.19422	3.78709	3.48997	5.38714	3.30065	3.90311	4.74723
SCD4	0.975399	1.17417	1.02015	1.32497	0.995674	1.44468	0.895022	0.805018	0.924983	1.21865	0.881786	1.22018	0.97771	1.12599	1.42184	1.11315	1.0242	1.27843
SCEL	0.265602	0.222301	0.345817	0.222683	0.319262	0.357626	0.342089	0.278109	0.597474	0.253617	0.385019	0.273388	0.475155	0.454173	0.338319	0.366511	0.320673	0.404515
SCFD1	14.6762	17.6491	17.3766	17.1025	15.3797	14.5967	15.0043	18.7213	16.8352	17.9911	18.8507	15.7361	12.9955	18.275	15.7549	14.3726	16.7816	15.4552
SCFD2	3.23023	3.9583	3.64486	3.513	3.28721	3.30459	3.60349	4.0306	3.65684	3.29348	3.66167	3.3164	2.97857	3.29232	3.41863	3.23826	3.33808	3.00904
SCG2	310.012	394.426	347.064	324.615	311.995	279.754	297.451	348.523	304.01	327.574	387.927	368.944	275.432	383.509	267.842	243.517	338.557	286.972
SCG3	110.302	112.075	122.241	132.361	114.374	107.892	118.933	122.318	105.425	110.706	117.867	113.747	95.2559	121.208	121.926	102.072	110.626	110.613
SCG5	179.922	189.756	199.085	210.257	187.635	152.823	162.839	226.192	190.329	177.406	192.926	180.468	155.363	197.258	173.062	142.943	181.888	162.146
SCGB1A1	0	0	0	0	0	0.0794656	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B30	0	0	0	0	0	0	0	0.091446	0.0647893	0	0	0	0	0	0	0	0	0
SCGB1B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0.0904295	0.0655311	0	0	0.372848	0	0.144019	0	0.363426	0.219353	0.0798933	0.422322	0.0913268
SCGB2B12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B20	0	0	0	0	0	0	0.0478536	0	0	0	0	0	0	0	0	0	0	0
SCGB2B23-PS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A1	0.0773216	0	0	0.0873196	0.0713282	0	0	0	0.122127	0	0	0	0.144917	0.0552303	0.123002	0	0.320912	0.277589
SCGB3A2	0	0	0	0.0396368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGN	1.83108	3.27986	3.01736	1.16314	1.39003	1.30517	1.52313	2.80637	1.56655	1.17411	2.98614	1.98414	2.26995	1.53954	1.64464	0.613989	1.80487	2.10557
SCHIP1	34.0114	30.3453	30.6472	31.5636	35.193	28.4114	30.1697	35.5153	34.449	29.8701	31.491	26.9698	32.1447	30.8348	29.6858	27.8181	31.6024	33.1931
SCIMP	0.0813949	0.0241734	0.132472	0.0612787	0	0	0.0349449	0.0907262	0	0.0198824	0.0196651	0.0383995	0	0.01938	0	0.106509	0.0900825	0
SCIN	0.0985249	0.219457	0.120263	0.0834473	0.060592	0.0510745	0.0948124	0.102565	0.0778074	0.141726	0.0595095	0.110392	0.0615724	0.123158	0.0530981	0.0451282	0.0408903	0.110531
SCLT1	2.4348	2.48131	2.52074	2.69901	3.22263	3.00318	2.88425	2.92269	2.26365	2.94193	2.88027	2.8755	3.13625	3.12933	2.21176	2.98573	2.98082	2.65294
SCLY	6.49905	6.50531	5.65242	6.53675	5.85783	5.77551	6.08236	6.6564	6.61694	5.83773	5.74902	5.23174	4.91936	6.3452	4.99106	5.16558	5.33745	4.97899
SCMH1	6.27035	7.20447	8.09472	7.6713	6.77252	8.31438	9.89475	9.02161	8.23728	7.6819	7.97339	6.87801	8.28458	9.28641	7.53802	9.21855	7.43694	7.72055
SCML2	0.198393	0.303318	0.304321	0.274576	0.283109	0.443292	0.286167	0.315813	0.363969	0.379381	0.271287	0.405366	0.356231	0.346894	0.37984	0.352217	0.174791	0.367864
SCML4	2.13871	3.13691	2.79283	2.31268	2.50339	2.66712	2.6604	2.34453	2.21479	2.92754	3.59385	2.90913	2.67061	3.03011	2.316	2.0237	3.44579	2.38575
SCN10A	0.0294979	0.0459818	0.0792137	0.0593218	0.0272049	0.0540531	0.061738	0.0328716	0.0611348	0.040521	0.102892	0.0574042	0.0587248	0.0474079	0.0317856	0.0766978	0.061197	0.0827313
SCN11A	0.158585	0.220998	0.206479	0.14924	0.157546	0.213201	0.183304	0.18583	0.115604	0.178789	0.165046	0.12661	0.182901	0.235266	0.149012	0.153242	0.192387	0.266409
SCN1A	12.9147	19.1108	16.6253	15.3636	18.551	19.8953	12.4589	12.2062	19.6656	18.9474	23.5615	17.1464	15.8495	15.0876	16.5747	20.7677	18.5051	16.2219
SCN1B	71.3799	71.0718	68.572	77.7641	72.9871	64.0415	69.1043	89.6771	97.4523	59.7678	71.9756	56.4116	61.6093	73.4267	69.2542	71.2691	71.8649	60.2035
SCN2A1	26.2882	33.6798	29.3517	22.6926	28.1459	28.2972	22.4221	21.2619	29.7855	31.5713	36.1662	33.7705	27.4183	25.7184	28.9622	28.9326	28.8578	33.8675
SCN2B	62.6187	76.4677	66.1985	65.6362	72.8257	68.9275	65.1717	70.5708	77.3172	67.2003	87.6829	70.6363	62.6882	73.5032	63.6447	77.433	73.9924	71.6022
SCN3A	7.00156	8.85775	8.28627	5.99849	8.47317	9.38121	6.78524	5.04363	7.2495	9.38817	10.4417	10.5861	8.36291	7.41229	7.76959	8.51798	8.8512	9.48052
SCN3B	28.09	31.924	28.3814	26.565	30.9705	27.3956	27.7605	29.8363	31.1582	28.563	37.3898	29.5136	29.2484	30.3379	26.0609	29.1703	30.6795	30.3586
SCN4A	0.0143217	0.0127601	0.0174815	0	0.00990867	0	0.00461149	0	0	0.00787131	0.0025951	0.00760106	0.00335513	0.0179023	0.0192951	0.00562217	0.0118877	0.00964014
SCN4B	3.72013	5.58314	4.4191	7.95069	19.9995	8.00287	20.8092	9.36148	7.04012	3.76093	7.07796	3.66391	4.71893	5.78846	10.5619	65.7888	6.59943	3.66451
SCN5A	4.45748	4.84457	5.48049	3.74168	4.01656	4.665	4.56014	3.94573	3.47309	5.07117	5.60003	5.23095	5.24574	4.12183	4.93719	4.20713	5.15299	5.75025
SCN7A	1.23938	1.08423	1.52068	1.31078	1.41286	1.20698	1.86717	0.955576	1.09034	1.83294	1.40798	1.95178	1.22158	1.44031	1.05205	1.07643	1.178	1.16709
SCN8A	9.66581	12.6208	11.639	9.40516	11.1971	13.3316	10.4859	9.82662	13.7545	12.8904	13.5849	11.2778	11.9946	11.1149	11.3388	16.5415	11.8061	12.2086
SCN9A	2.80432	3.85764	3.29334	2.57819	3.65281	4.08815	3.56464	2.39727	2.8224	4.56799	4.47001	5.02319	4.2538	4.02121	2.49813	3.49251	3.96769	3.33784
SCNM1	27.409	26.3504	28.8124	29.9684	28.5181	29.4347	31.128	35.5071	27.1292	26.8976	25.6306	25.1259	23.1894	29.992	25.2856	24.223	28.8373	27.1426
SCNN1A	1.83008	1.70494	1.67158	1.28873	1.03348	0.890468	1.68044	1.38061	1.17599	1.3921	1.14488	1.69885	1.17372	1.85893	1.11	1.01071	1.18406	1.4239
SCNN1B	0.0276216	0.0309621	0.0179813	0.00519884	0.00849258	0	0.0237177	0.102632	0.0218134	0.0269891	0	0.0651582	0.0258837	0	0.0198355	0.0216865	0.0382132	0.0165262
SCNN1G	0.0166117	0	0.0243322	0	0	0.0147623	0.0160466	0	0.0459151	0.00608663	0	0.0117553	0	0.00593282	0	0.0260847	0	0.00745441
SCO1	2.03327	2.43718	2.18588	2.27841	2.47907	2.28537	2.33603	3.05372	2.13263	2.77768	2.49529	2.45791	2.32103	2.66761	2.08197	2.04727	2.5773	2.43652
SCO2	23.5172	23.187	22.1366	19.9157	20.9809	18.8847	24.2317	26.0157	20.4248	18.631	22.9226	18.1877	17.9405	23.6419	17.9427	18.3465	22.5124	18.5001
SCOC	107.865	124.906	124.545	119.099	117.285	113.085	105.144	133.72	130.723	117.187	134.712	118.758	104.459	117.075	111.455	100.663	122.008	117.641
SCP2	98.7486	57.3639	55.222	62.8084	49.4055	48.3154	51.774	49.5826	47.104	49.4364	42.5358	46.9406	41.4832	44.4636	57.9456	43.4328	48.867	46.3007
SCP2D1	0	0.0378858	0	0	0	0	0	0	0	0	0	0	0.0398466	0	0	0	0.0352954	0
SCPEP1	9.99676	10.5481	11.3809	12.475	11.0459	9.83333	11.3017	11.9641	11.2601	11.0876	10.9843	11.1675	10.4265	12.5443	10.4173	9.41078	12.5486	9.77659
SCPEP1OS	0.0381894	0.0680511	0.186462	0.0862536	0.105688	0.305441	0.270529	0.297973	0.150795	0.0839571	0.0830397	0.0270248	0.214719	0.190949	0.0411612	0.0899509	0.0633983	0.0342746
SCRG1	44.4438	34.502	47.6573	50.7985	39.0095	50.6614	45.1661	37.8335	30.7664	34.699	29.8684	34.6356	38.3086	35.1616	45.4768	38.8694	46.0354	43.1697
SCRIB	8.07016	7.98069	10.3331	10.2654	9.89586	10.4548	11.2111	8.68004	9.62237	10.0973	8.69783	9.57776	10.6147	10.8187	10.0701	9.44529	9.43074	9.45075
SCRN1	71.1465	82.0455	70.2743	64.3138	72.8838	78.0812	65.6916	69.7097	71.4988	79.4959	97.3097	81.3473	62.9593	78.4368	65.2017	72.5286	78.7887	72.3513
SCRN2	4.23758	3.74435	4.08674	4.48882	4.00604	3.28342	4.49939	4.64531	3.69222	3.09252	3.46486	3.64309	3.15051	4.12756	4.02001	3.21706	3.37206	2.92311
SCRN3	8.52852	7.83358	7.36441	6.94684	8.03426	6.8024	7.03515	8.29696	7.8656	7.1939	8.14736	7.71997	7.18001	7.20584	7.35699	7.15145	7.91708	7.43787
SCRT1	14.1298	13.9999	14.4387	17.8908	19.6712	22.7112	16.4192	7.82448	24.2712	11.8853	16.1496	11.2217	15.3112	10.2476	17.6561	21.3744	16.0959	15.4856
SCRT2	2.12637	1.63851	1.95717	1.84558	2.55134	2.17054	2.22983	1.42529	3.16559	1.6214	2.16601	1.56573	2.05316	1.55477	1.87373	3.50815	1.98562	1.76011
SCT	0.459248	0.340972	0.747455	0.345775	0.494259	0.0679932	0.481599	0.922592	0.241766	0.504823	0.493838	0.426792	0.280341	0.267116	0.483672	0.480763	0.496664	0.137356
SCTR	0.628525	0.262126	0.665996	0.33979	0.23439	0.249566	0.835362	0.581333	0.570285	0.460591	0.358631	0.520484	0.413538	0.974321	0.490059	0.241487	0.188703	0.264044
SCUBE1	0.984567	0.99097	0.955047	0.811539	0.964067	0.650405	0.777643	0.610867	0.759277	0.947142	0.981021	1.05989	0.956892	0.935468	0.928408	0.689347	0.706738	0.743081
SCUBE2	0.279847	0.480425	0.439903	0.439355	0.55409	0.612631	0.395601	0.342361	1.20742	0.65524	0.786602	0.405729	0.582043	0.468042	0.478184	0.530534	0.719523	0.557452
SCUBE3	2.00593	1.94167	1.89433	1.47755	1.62961	1.37181	2.02541	1.61021	1.65584	1.72404	1.89068	2.20812	1.73275	1.60382	1.65489	1.75639	1.48002	1.60027
SCX	2.52475	2.47	3.11805	3.32635	2.48888	1.75974	2.80549	2.42792	2.03294	2.64827	2.76286	2.55735	2.41228	2.01558	2.82793	1.3798	2.58876	1.71056
SCYL1	22.8381	23.6161	23.7933	24.7685	24.382	22.1223	24.3748	26.0764	24.7898	22.7685	25.2876	21.7799	21.189	24.2272	21.9118	21.7139	24.8347	21.1316
SCYL2	6.56348	7.95536	7.78966	6.70613	8.41372	7.39197	6.48659	6.53208	7.42157	9.19275	9.78221	9.26922	8.04758	8.02179	7.00532	8.0867	9.18026	7.53544
SCYL3	2.93572	3.45369	3.5417	3.0621	3.46836	3.42621	4.13849	3.48475	3.98317	3.46103	3.38516	3.41216	3.47074	3.71454	3.33076	4.37606	3.45754	3.19292
SDAD1	5.42138	6.63527	6.12064	5.37042	6.10229	5.94198	5.80965	5.92627	5.74605	7.14067	7.35219	6.39745	6.09186	6.67149	5.12053	6.07108	6.57633	5.90277
SDC1	5.03308	1.09601	0.557435	0.898873	0.482096	0.314379	0.8129	0.672134	0.692085	0.789508	0.512818	0.403959	0.632871	0.83273	0.667259	0.574436	0.774143	0.404088
SDC2	27.548	29.6096	29.3922	28.7364	31.3645	25.3002	27.798	27.4021	25.7324	29.1951	31.8744	29.8991	24.6262	28.9261	28.1896	26.0575	29.8864	27.3049
SDC3	80.3826	89.1527	86.7032	89.115	78.3085	75.2329	84.8745	71.7361	82.2802	79.3853	80.4641	86.181	76.4908	82.1211	91.784	59.6712	79.1377	78.8636
SDC4	47.1573	37.0401	46.6257	70.2721	48.3252	47.9277	45.861	36.3953	40.7595	53.163	38.4486	49.6245	34.1721	39.722	55.1246	45.8494	51.4363	45.9474
SDCBP	61.143	62.8716	56.0789	58.6921	64.7778	55.51	57.8256	61.4822	57.0278	56.0703	66.2826	59.4462	54.0467	60.4591	50.4965	56.4346	66.3101	55.5084
SDCBP2	0.501355	0.463871	0.470748	0.675052	0.6048	0.479812	0.645733	0.580324	0.487299	0.38153	0.307479	0.532177	0.361392	0.564719	0.852119	0.787256	0.720259	0.571103
SDCCAG3	17.4216	17.5057	20.411	19.9783	19.7799	21.1488	26.9473	25.6552	20.9638	20.3905	19.0839	19.2127	21.5087	26.1275	19.4408	22.1999	18.533	19.5802
SDCCAG8	6.49619	5.66847	5.72406	6.39255	6.27291	6.36853	7.41746	7.5696	6.24512	5.89331	5.99083	5.53921	6.84105	6.67625	5.1044	5.47217	6.57888	5.85431
SDE2	6.05046	7.49097	6.7331	6.52488	7.56474	6.41403	7.3231	6.95805	8.05862	7.25846	8.49254	7.09619	7.45416	7.06407	6.50473	6.98693	7.41218	6.81534
SDF2	61.9836	62.9052	60.8659	72.6263	61.994	53.2353	63.306	72.7346	55.9963	58.119	63.6373	59.25	56.8456	68.6084	55.6957	50.6715	63.1882	53.1416
SDF2L1	13.8097	9.57481	6.90466	8.90734	16.3185	11.0019	12.3289	11.2103	6.1282	6.13554	11.0084	10.9646	11.7687	10.3018	6.60301	7.03451	12.6069	8.27032
SDF4	83.2747	89.3436	84.1445	91.3185	83.7049	78.5007	77.1577	82.904	81.3847	87.6152	91.5121	84.8875	71.9945	83.2027	88.2917	73.4666	87.9581	77.5791
SDHA	179.664	185.52	176.396	192.668	176.854	175.845	173.213	199.471	177.979	171.978	201.737	170.518	159.471	185.292	177.053	159.982	182.745	162.293
SDHAF1	13.4814	10.9318	13.1056	14.2493	10.5361	10.9306	11.8815	14.6217	12.5845	10.6342	9.99098	10.119	9.11292	12.075	13.1917	11.1079	11.0897	10.5496
SDHAF2	12.6416	12.1107	11.2689	12.7634	12.4587	11.1497	11.7088	14.0644	12.1177	10.8205	11.5812	10.8584	10.7099	12.1209	11.4214	10.8525	12.3155	11.4809
SDHAF3	15.911	15.0208	16.0662	17.624	15.9269	16.6066	14.5196	14.9428	14.2228	14.3391	16.1944	14.9488	13.1969	12.284	14.2302	14.3528	15.736	15.0092
SDHAF4	34.3944	33.4668	40.7064	40.5162	37.5731	31.1462	32.9329	42.429	31.8478	28.0788	27.9178	31.9542	25.6335	34.3014	32.3557	25.5433	29.3838	28.7926
SDHB	116.537	106.079	108.664	117.174	99.6381	94.1914	97.3562	134.339	106.003	100.214	105.916	89.8743	87.3489	108.611	94.9988	95.1049	102.928	89.8332
SDHC	104.728	93.8574	97.1178	103.017	88.7997	89.4328	90.9455	115.812	87.2261	87.0587	87.4274	79.8352	80.2974	94.1166	93.504	86.3476	91.2879	83.5276
